postcode_prefix,itl3_code,itl3_name,itl2_code,itl2_name,itl1_code,itl1_name
BT44,TLN0C,Causeway Coast and Glens,TLN0,Northern Ireland,TLN,Northern Ireland
BT45,TLN0B,Mid Ulster,TLN0,Northern Ireland,TLN,Northern Ireland
BT46,TLN0B,Mid Ulster,TLN0,Northern Ireland,TLN,Northern Ireland
BT47,TLN0A,Derry City and Strabane,TLN0,Northern Ireland,TLN,Northern Ireland
BT48,TLN0A,Derry City and Strabane,TLN0,Northern Ireland,TLN,Northern Ireland
BT49,TLN0C,Causeway Coast and Glens,TLN0,Northern Ireland,TLN,Northern Ireland
BT5,TLN06,Belfast,TLN0,Northern Ireland,TLN,Northern Ireland
BT51,TLN0C,Causeway Coast and Glens,TLN0,Northern Ireland,TLN,Northern Ireland
BT52,TLN0C,Causeway Coast and Glens,TLN0,Northern Ireland,TLN,Northern Ireland
BT53,TLN0C,Causeway Coast and Glens,TLN0,Northern Ireland,TLN,Northern Ireland
BT54,TLN0C,Causeway Coast and Glens,TLN0,Northern Ireland,TLN,Northern Ireland
BT55,TLN0C,Causeway Coast and Glens,TLN0,Northern Ireland,TLN,Northern Ireland
BT56,TLN0C,Causeway Coast and Glens,TLN0,Northern Ireland,TLN,Northern Ireland
BT57,TLN0C,Causeway Coast and Glens,TLN0,Northern Ireland,TLN,Northern Ireland
BT6,TLN06,Belfast,TLN0,Northern Ireland,TLN,Northern Ireland
BT60,TLN07,"Armagh City, Banbridge and Craigavon",TLN0,Northern Ireland,TLN,Northern Ireland
BT61,TLN07,"Armagh City, Banbridge and Craigavon",TLN0,Northern Ireland,TLN,Northern Ireland
BT62,TLN07,"Armagh City, Banbridge and Craigavon",TLN0,Northern Ireland,TLN,Northern Ireland
BT63,TLN07,"Armagh City, Banbridge and Craigavon",TLN0,Northern Ireland,TLN,Northern Ireland
BT64,TLN07,"Armagh City, Banbridge and Craigavon",TLN0,Northern Ireland,TLN,Northern Ireland
BT65,TLN07,"Armagh City, Banbridge and Craigavon",TLN0,Northern Ireland,TLN,Northern Ireland
BT66,TLN07,"Armagh City, Banbridge and Craigavon",TLN0,Northern Ireland,TLN,Northern Ireland
BT67,TLN07,"Armagh City, Banbridge and Craigavon",TLN0,Northern Ireland,TLN,Northern Ireland
BT68,TLN0B,Mid Ulster,TLN0,Northern Ireland,TLN,Northern Ireland
BT69,TLN0B,Mid Ulster,TLN0,Northern Ireland,TLN,Northern Ireland
BT7,TLN06,Belfast,TLN0,Northern Ireland,TLN,Northern Ireland
BT70,TLN0B,Mid Ulster,TLN0,Northern Ireland,TLN,Northern Ireland
BT71,TLN0B,Mid Ulster,TLN0,Northern Ireland,TLN,Northern Ireland
BT74,TLN0G,Fermanagh and Omagh,TLN0,Northern Ireland,TLN,Northern Ireland
BT75,TLN0B,Mid Ulster,TLN0,Northern Ireland,TLN,Northern Ireland
BT76,TLN0B,Mid Ulster,TLN0,Northern Ireland,TLN,Northern Ireland
BT77,TLN0B,Mid Ulster,TLN0,Northern Ireland,TLN,Northern Ireland
BT78,TLN0G,Fermanagh and Omagh,TLN0,Northern Ireland,TLN,Northern Ireland
BT79,TLN0G,Fermanagh and Omagh,TLN0,Northern Ireland,TLN,Northern Ireland
BT8,TLN0E,Lisburn and Castlereagh,TLN0,Northern Ireland,TLN,Northern Ireland
BT80,TLN0B,Mid Ulster,TLN0,Northern Ireland,TLN,Northern Ireland
BT81,TLN0A,Derry City and Strabane,TLN0,Northern Ireland,TLN,Northern Ireland
BT82,TLN0A,Derry City and Strabane,TLN0,Northern Ireland,TLN,Northern Ireland
BT9,TLN06,Belfast,TLN0,Northern Ireland,TLN,Northern Ireland
BT92,TLN0G,Fermanagh and Omagh,TLN0,Northern Ireland,TLN,Northern Ireland
BT93,TLN0G,Fermanagh and Omagh,TLN0,Northern Ireland,TLN,Northern Ireland
BT94,TLN0G,Fermanagh and Omagh,TLN0,Northern Ireland,TLN,Northern Ireland
BT99,TLN06,Belfast,TLN0,Northern Ireland,TLN,Northern Ireland
CA1,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA10,TLD14,Westmorland and Furness,TLD1,Cumbria,TLD,North West (England)
CA11,TLD14,Westmorland and Furness,TLD1,Cumbria,TLD,North West (England)
CA12,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA13,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA14,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA15,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA16,TLD14,Westmorland and Furness,TLD1,Cumbria,TLD,North West (England)
CA17,TLD14,Westmorland and Furness,TLD1,Cumbria,TLD,North West (England)
CA18,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA19,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA2,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA20,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA21,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA22,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA23,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA24,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA25,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA26,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA27,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA28,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA3,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA4,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA5,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA6,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA7,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA8,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA9,TLD14,Westmorland and Furness,TLD1,Cumbria,TLD,North West (England)
CA95,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CA99,TLD13,Cumberland,TLD1,Cumbria,TLD,North West (England)
CB1,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB10,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CB11,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CB2,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB21,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB22,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB23,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB24,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB25,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB3,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB4,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB5,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB6,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB7,TLH42,Cambridgeshire CC,TLH4,Cambridgeshire and Peterborough,TLH,East (England)
CB8,TLH64,West Suffolk,TLH6,Suffolk,TLH,East (England)
CB9,TLH64,West Suffolk,TLH6,Suffolk,TLH,East (England)
CF1,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF10,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF11,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF14,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF15,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF2,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF23,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF24,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF3,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF30,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF31,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF32,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF33,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF34,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF35,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF36,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF37,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF38,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF39,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF4,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF40,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF41,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF42,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF43,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF44,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF45,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF46,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF47,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF48,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF5,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF6,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF61,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF62,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF63,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF64,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF7,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF71,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF72,TLL51,Central Valleys and Bridgend,TLL5,South East Wales,TLL,Wales
CF8,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
CF81,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
CF82,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
CF83,TLL53,Gwent Valleys,TLL5,South East Wales,TLL,Wales
CF91,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF95,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CF99,TLL52,Cardiff and Vale of Glamorgan,TLL5,South East Wales,TLL,Wales
CH1,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CH2,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CH25,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH26,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH27,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH28,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH29,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH3,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CH30,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH31,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH32,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH33,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CH34,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CH4,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CH41,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH42,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH43,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH44,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH45,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH46,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH47,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH48,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH49,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH5,TLL34,Flintshire and Wrexham,TLL3,North Wales,TLL,Wales
CH6,TLL34,Flintshire and Wrexham,TLL3,North Wales,TLL,Wales
CH60,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH61,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH62,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH63,TLD74,Wirral,TLD7,Merseyside,TLD,North West (England)
CH64,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CH65,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CH66,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CH7,TLL34,Flintshire and Wrexham,TLL3,North Wales,TLL,Wales
CH70,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CH8,TLL34,Flintshire and Wrexham,TLL3,North Wales,TLL,Wales
CH88,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CH99,TLD63,Cheshire West and Chester,TLD6,Cheshire,TLD,North West (England)
CM0,TLH36,Heart of Essex,TLH3,Essex,TLH,East (England)
CM1,TLH36,Heart of Essex,TLH3,Essex,TLH,East (England)
CM11,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
CM12,TLH37,Essex Thames Gateway,TLH3,Essex,TLH,East (England)
CM13,TLH36,Heart of Essex,TLH3,Essex,TLH,East (England)
CM14,TLH36,Heart of Essex,TLH3,Essex,TLH,East (England)
CM15,TLH36,Heart of Essex,TLH3,Essex,TLH,East (England)
CM16,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CM17,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CM18,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CM19,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CM2,TLH36,Heart of Essex,TLH3,Essex,TLH,East (England)
CM20,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CM21,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
CM22,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CM23,TLH26,North and East Hertfordshire,TLH2,Bedfordshire and Hertfordshire,TLH,East (England)
CM24,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CM3,TLH36,Heart of Essex,TLH3,Essex,TLH,East (England)
CM4,TLH36,Heart of Essex,TLH3,Essex,TLH,East (England)
CM5,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CM6,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CM7,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CM77,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CM8,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CM9,TLH36,Heart of Essex,TLH3,Essex,TLH,East (England)
CM92,TLH35,West Essex,TLH3,Essex,TLH,East (England)
CM98,TLH36,Heart of Essex,TLH3,Essex,TLH,East (England)
CM99,TLH36,Heart of Essex,TLH3,Essex,TLH,East (England)
CO1,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO10,TLH61,Babergh and Mid Suffolk,TLH6,Suffolk,TLH,East (England)
CO11,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO12,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO13,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO14,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO15,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO16,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO2,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO3,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO4,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO5,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO6,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO7,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO8,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CO9,TLH34,Essex Haven Gateway,TLH3,Essex,TLH,East (England)
CR0,TLI62,Croydon,TLI6,Outer London - South,TLI,London
CR2,TLI62,Croydon,TLI6,Outer London - South,TLI,London
CR3,TLJ26,East Surrey,TLJ2,"Surrey, East and West Sussex",TLJ,South East (England)
CR4,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London
CR44,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London
